fattura_id,riga_fattura,data_fattura,fornitore,codice_fornitore,codice_prodotto,descrizione_prodotto,categoria,quantita,unita_misura,prezzo_unitario,importo_totale,iva_pct,pagato,data_scadenza
50218,1,31/07/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-6705,Petto di pollo,Carni,26.541,kg,7.6031,201.79,10,si,30/08/2024
50218,2,31/07/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-7219,Uova XL,Latticini,255.0,1,0.2718,69.31,10,SI,29/10/2024
50218,3,31/07/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-6583,Olio EVO,Condimenti,4.54,lt,8.5911,39.0,10,1,30/08/2024
50218,4,31/07/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-3471,Caffe miscela bar,Bevande,28.759,Kg,14.1243,406.2,10,NO,29/10/2024
50219,1,04/08/2024,Latteria Alpina Coop,FORN-005,SKU-3066,Parmigiano Reggiano 24m,Latticini,3.191,1000g,17.1315,54.67,22,SI,02/11/2024
50219,2,04/08/2024,Latteria Alpina Coop,FORN-005,SKU-6472,  Costata di manzo,Carni,5.04,kilo,26.8952,135.55,10,NO,02/11/2024
50219,3,04/08/2024,Latteria Alpina Coop,FORN-005,SKU-3970,Salmone intero,Pesce,11.281,Kg,16.6448,187.77,22,SI,03/10/2024
50219,4,04/08/2024,Latteria Alpina Coop,FORN-005,SKU-3438,SALE,Condimenti,3.368,kg,0.3561,1.2,10,NO,03/10/2024
50219,5,04/08/2024,Latteria Alpina Coop,FORN-005,SKU-4932,Caffe  miscela  bar,Bevande,17.29,g,14.0,242.06,10,NO,
50219,6,04/08/2024,Latteria Alpina Coop,FORN-005,SKU-6152,Petto di pollo,,13.752,Kg,8.7535,120.38,22,0,03/10/2024
50219,7,04/08/2024,Latteria Alpina Coop,FORN-005,SKU-8651,Riso Carnaroli,Secchi,16.154,g,3.2,51.69,10,SI,03/09/2024
50220,1,05/08/2024,Cantina Toscana SpA,FORN-004,SKU-6191,Riso Carnaroli,Secchi,22.238,KG,3.7483,83.35,22,SI,04/10/2024
50220,2,05/08/2024,Cantina Toscana SpA,FORN-004,SKU-5920,Caffe miscela bar,,10.693,g,14.0,149.7,4,SI,04/09/2024
50220,3,2024/08/05,Cantina Toscana SpA,FORN-004,SKU-9540,Petto di pollo,Carni,20.402,kilo,10.1884,207.86,4,S,03/11/2024
50220,4,05/08/2024,Cantina Toscana SpA,FORN-004,SKU-9319,Acqua minerale 1L,Bevande,91.0,1,0.3188,29.01,10,SI,04/09/2024
50220,5,05/08/2024,Cantina Toscana SpA,FORN-004,SKU-8387,Porcini freschi,Funghi,29.971,g,45.0,1348.69,10,NO,04/09/2024
50220,6,05/08/2024,Cantina Toscana SpA,FORN-004,SKU-1062,FILETTO DI MANZO,Carni,3.01,kg,37.0124,111.41,22,SI,04/10/2024
50220,7,05/08/2024,Cantina Toscana SpA,FORN-004,SKU-2191,Costata di manzo,,29.961,kilo,30.2953,907.68,22,SI,03/11/2024
50220,8,2024/08/05,Cantina Toscana SpA,FORN-004,SKU-7929,Parmigiano Reggiano 24m,Latticini,23.63,g,16.5,389.89,4,NO,03/11/2024
50221,1,07/08/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-6124,Pasta tagliatelle,Secchi,23.407,1000g,1.8341,42.93,10,NO,05/11/2024
50221,2,07/08/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-4349,OLIO EVO lt,Condimenti,13.14,ml,8.5,111.69,22,SI,06/10/2024
50221,3,07/08/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-3372,Vino Tignanello,Vini,47.0,bt,74.2029,3487.54,10,SI,05/11/2024
50222,1,08/08/2024,Beverages Distribution,FORN-007,SKU-5261,Prosecco DOC,Vini,35.0,BT,4.8412,169.44,10,SI,07/09/2024
50222,2,2024/08/08,Beverages Distribution,FORN-007,SKU-5763,Filetto manzo,Carni,3.95,kilo,41.9311,165.63,10,SI,06/11/2024
50222,3,08/08/2024,Beverages Distribution,FORN-007,SKU-5539,Costata di manzo,Carni,24.696,Kg,27.5623,680.68,10,si,07/09/2024
50222,4,08/08/2024,Beverages Distribution,FORN-007,SKU-9305,porcini fr.,Funghi,10.635,kilo,51.1688,544.18,10,SI,07/10/2024
50222,5,08/08/2024,Beverages Distribution,FORN-007,SKU-7514,Riso Carnaroli,Secchi,13.342,KG,3.0497,40.69,10,SI,06/11/2024
50222,6,08/08/2024,Beverages Distribution,FORN-007,SKU-6150,Pomodorini ciliegino,Verdure,19.772,1000g,2.9517,58.36,10,,06/11/2024
50223,1,11/08/2024,Pescheria Del Mare SNC,FORN-002,SKU-3985,Riso Carnaroli,Secchi,23.228,Kg,3.141,72.96,10,NO,10/09/2024
50223,2,11/08/2024,Pescheria Del Mare SNC,FORN-002,SKU-3550,Caffe miscela bar,Bevande,14.124,KG,15.8138,223.35,10,no,10/10/2024
50223,3,11/08/2024,Pescheria Del Mare SNC,FORN-002,SKU-6052,CHIANTI DOCG,Vini,48.0,bottiglia,7.468,358.46,10,SI,09/11/2024
50223,4,11/08/2024,Pescheria Del Mare SNC,FORN-002,SKU-5417,Vongole fresche,Pesce,22.419,Kg,10.432,233.88,10,SI,29/07/2024
50224,1,13/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-2576,Vongole fresche,,12.932,kg,8.8526,114.48,,,12/10/2024
50224,2,13/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-1114,Vino Tignanello,Vini,45.0,0.75,85.9871,3869.42,22,0,11/11/2024
50224,3,13/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-3651,Rucola,Verdure,2.614,g,4.0,10.46,4,S,12/10/2024
50224,4,13/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-6187,Parmigiano Reggiano 24m,Latticini,22.298,KG,17.6068,392.6,4,NO,
50224,5,13/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-1431,Pasta tagliatelle,Secchi,4.271,KG,2.2969,9.81,22,SI,12/10/2024
50224,6,13/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-3520,Latte fresco int,Latticini,16.72,1000ml,1.1971,20.02,22,SI,12/10/2024
50224,7,13/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-7353,Acqua 1lt,Bevande,186.0,pz,0.3613,67.2,22,SI,12/10/2024
50224,8,13/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-6071,Farina 00,Secchi,24.173,kilo,0.8934,21.6,4,NO,12/09/2024
50225,1,14/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-7961,Filetto di manzo,Carni,23.017,g,,,10,NO,12/11/2024
50225,2,14/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-8121,Vino Tignanello,Vini,23.0,0.75,72.3313,1663.62,4,SI,13/10/2024
50225,3,14/08/2024,Macelleria Bianchi SRL,FORN-001,SKU-3556,Uova fresche cat. A,Latticini,261.0,1,0.3063,79.94,4,NO,13/09/2024
50226,1,15/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-5883,Branzino fresco,Pesce,14.237,kilo,20.9015,297.57,10,NO,13/11/2024
50226,2,15/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-4286,Costata di manzo,Carni,6.731,g,28.0,188.47,10,S,14/10/2024
50226,3,15/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-1452,Farina 00,Secchi,14.207,kilo,0.085,1.21,10,SI,13/11/2024
50226,4,15/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-6434,Sale 100/kg,Condimenti,16.167,kg,0.444,7.18,10,SI,14/10/2024
50226,5,15/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-8742,Pasta tagliatelle,Secchi,4.269,Kg,1.8494,7.9,22,NO,14/09/2024
50227,1,18/08/2024,Molino Pasta Artigianale,FORN-006,SKU-6514,Olio extra vergine,Condimenti,8.15,L,7.7017,62.77,10,NO,16/11/2024
50227,2,18/08/2024,Molino Pasta Artigianale,FORN-006,SKU-8664,  Burrata,Latticini,287.0,pz,2.6214,752.34,4,SI,
50227,3,2024/08/18,Molino Pasta Artigianale,FORN-006,SKU-4813,Sale fino,Condimenti,16.673,g,0.4,6.67,10,SI,17/10/2024
50227,4,18/08/2024,Molino Pasta Artigianale,FORN-006,SKU-9688,Parmigiano Reggiano 24m,Latticini,16.49,g,16.5,272.08,10,NO,17/10/2024
50227,5,18/08/2024,Molino Pasta Artigianale,FORN-006,SKU-3694,CHIANTI DOCG,Vini,17.0,0.75,6.5654,111.61,10,SI,17/09/2024
50227,6,18/08/2024,Molino Pasta Artigianale,FORN-006,SKU-6708,Salmone intero,Pesce,19.743,kilo,15.9047,314.01,22,NO,16/11/2024
50227,7,18/08/2024,Molino Pasta Artigianale,FORN-006,SKU-9352,Branzino fresco,Pesce,28.56,g,18.0,514.08,10,SI,17/09/2024
50228,1,19/08/2024,Beverages Distribution,FORN-007,SKU-2228,Panna fresca,,2.92,lt,2.7834,8.13,10,NO,18/10/2024
50228,2,19/08/2024,Beverages Distribution,FORN-007,SKU-5875,Pomodorini ciliegino,Verdure,13.668,1000g,3.1174,42.61,10,SI,17/11/2024
50228,3,19/08/2024,Beverages Distribution,FORN-007,SKU-1267,Burrata,Latticini,202.0,cad,2.5053,506.07,22,NO,17/11/2024
50228,4,19/08/2024,Beverages Distribution,FORN-007,SKU-8407,Caffe miscela bar,,20.509,g,14.0,287.13,10,SI,18/09/2024
50228,5,2024/08/19,Beverages Distribution,FORN-007,SKU-1480,Vino Tignanello,Vini,23.0,bottiglia,74.8739,1722.1,10,NO,18/10/2024
50229,1,20/08/2024,Cantina Toscana SpA,FORN-004,SKU-5263,FUNGHI PORCINI,Funghi,4.657,kg,,,22,SI,19/10/2024
50229,2,20/08/2024,Cantina Toscana SpA,FORN-004,SKU-5176,Latte fresco int,Latticini,10.23,0.75,1.0269,10.51,10,NO,
50229,3,20/08/2024,Cantina Toscana SpA,FORN-004,SKU-2900,Sale fino kg,Condimenti,12.182,Kg,,,22,no,19/10/2024
50230,1,24/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-8231,Caffe miscela bar,Bevande,1.036,kilo,13.8411,14.34,10,NO,23/09/2024
50230,2,24/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-7453,Farina 00,Secchi,21.654,KG,0.7841,16.98,5,NO,23/09/2024
50230,3,24/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-8393,Acqua minerale 1L,Bevande,146.0,cad,0.3325,48.55,4,NO,23/10/2024
50230,4,24/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-2123,Pomodorini ciliegino,Verdure,12.841,g,3.2,41.09,5,NO,23/10/2024
50230,5,24/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-7119,sale grosso,Condimenti,17.833,KG,,,10,NO,23/10/2024
50230,6,24/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-2046,Filetto di manzo,Carni,20.981,KG,44.7633,939.18,10,0,23/10/2024
50230,7,24/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-5042,Salmone intero,Pesce,1.881,g,14.0,26.33,22,SI,22/11/2024
50230,8,24/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-1727,Rucola,Verdure,25.024,Kg,4.505,112.73,22,1,22/11/2024
50231,1,27/08/2024,Pescheria Del Mare SNC,FORN-002,SKU-5680,Olio EVO,Condimenti,15.01,l,9.3376,140.16,10,NO,26/10/2024
50231,2,27/08/2024,Pescheria Del Mare SNC,FORN-002,SKU-9626,salmone intero,Pesce,14.39,Kg,14.1864,204.14,10,NO,26/09/2024
50231,3,27/08/2024,Pescheria Del Mare SNC,FORN-002,SKU-1394,Pomodorini ciliegino,Verdure,21.015,Kg,3.2859,69.05,4,SI,26/09/2024
50231,4,27/08/2024,Pescheria Del Mare SNC,FORN-002,SKU-5641,  Vongole fresche,Pesce,28.334,kilo,9.8727,279.73,10,NO,25/11/2024
50231,5,27/08/2024,Pescheria Del Mare SNC,FORN-002,SKU-4467,Farina 00,Secchi,17.249,Kg,0.9331,16.1,4,NO,25/11/2024
50231,6,27/08/2024,Pescheria Del Mare SNC,FORN-002,SKU-5927,Riso Carnaroli,Secchi,18.153,Kg,3.0616,55.58,,SI,26/10/2024
50232,1,30/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-1650,Burrata,Latticini,222.0,cad,2.4877,552.27,4,SI,29/09/2024
50232,2,30/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-1990,Pasta tagliatelle,Secchi,17.634,kg,1.8225,32.14,10,SI,28/11/2024
50232,3,30/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-2869,Latte fresco int,Latticini,11.6,LT,1.2624,14.64,22,NO,29/09/2024
50232,4,30/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-6695,Riso Carnaroli,,25.752,kilo,3.7004,95.29,22,NO,29/10/2024
50232,5,30/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-8730,Caffe miscela bar,Bevande,12.843,1000g,15.8515,203.58,10,1,29/10/2024
50232,6,30/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-9324,Porcini freschi kg,Funghi,9.09,KG,38.3333,348.45,10,SI,29/10/2024
50232,7,30/08/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-7227,Fil. Manzo,Carni,14.083,kilo,32.4713,457.29,,SI,28/11/2024
50233,1,31/08/2024,Latteria Alpina Coop,FORN-005,SKU-7334,LATTE 1L,Latticini,10.5,l,0.011,0.12,22,SI,30/09/2024
50233,2,31/08/2024,Latteria Alpina Coop,FORN-005,SKU-3896,Petto di pollo,Carni,5.863,KG,9.0319,52.95,10,SI,30/10/2024
50233,3,31/08/2024,Latteria Alpina Coop,FORN-005,SKU-7935,Vino Tignanello,Vini,27.0,1,88.4986,2389.46,4,NO,29/11/2024
50233,4,31/08/2024,Latteria Alpina Coop,FORN-005,SKU-1657,Prosecco DOC,Vini,20.0,1,5.688,113.76,10,NO,30/09/2024
50233,5,31/08/2024,Latteria Alpina Coop,FORN-005,SKU-1450,Farina 0,Secchi,29.793,KG,0.8941,26.64,10,no,28/08/2024
50233,6,31/08/2024,Latteria Alpina Coop,FORN-005,SKU-9955,Sale fino,Condimenti,4.659,KG,0.3778,1.76,10,SI,29/11/2024
50233,7,31/08/2024,Latteria Alpina Coop,FORN-005,SKU-2874,Porcini freschi,,27.341,1000g,52.2924,1429.73,22,SI,29/11/2024
50233,8,31/08/2024,Latteria Alpina Coop,FORN-005,SKU-9692,Vongole fresche,Pesce,2.404,Kg,8.6155,20.71,10,si,30/10/2024
50234,1,01/09/2024,Macelleria Bianchi SRL,FORN-001,SKU-4339,Pomodorini ciliegino,Verdure,21.77,1000g,2.8657,62.39,,1,31/10/2024
50234,2,01/09/2024,Macelleria Bianchi SRL,FORN-001,SKU-2511,Prosecco DOC,Vini,42.0,1,,,10,si,30/11/2024
50234,3,01/09/2024,Macelleria Bianchi SRL,FORN-001,SKU-6956,Burrata,Latticini,168.0,pz,3.0571,513.59,10,SI,01/10/2024
50234,4,01/09/2024,Macelleria Bianchi SRL,FORN-001,SKU-9585,Panna fresca,Latticini,9.81,0.75,2.1591,21.18,4,NO,30/11/2024
50234,5,01/09/2024,Macelleria Bianchi SRL,FORN-001,SKU-6362,Acqua 1000ml,Bevande,33.0,nr,0.3109,10.26,22,SI,31/10/2024
50234,6,2024/09/01,Macelleria Bianchi SRL,FORN-001,SKU-6953,Sale fino kg,Condimenti,24.756,kg,0.424,10.5,,NO,01/10/2024
50235,1,05/09/2024,Molino Pasta Artigianale,FORN-006,SKU-8856,Acqua 1000ml,Bevande,219.0,pezzi,0.3641,79.74,4,SI,05/10/2024
50235,2,05/09/2024,Molino Pasta Artigianale,FORN-006,SKU-8728,Pomodorini ciliegino,Verdure,14.348,kilo,3.814,54.72,22,NO,04/11/2024
50235,3,05/09/2024,Molino Pasta Artigianale,FORN-006,SKU-9348,Branzino fresco,Pesce,29.495,kg,15.924,469.68,22,0,04/11/2024
50235,4,05/09/2024,Molino Pasta Artigianale,FORN-006,SKU-9369,Panna fresca,Latticini,18.28,LT,2.3181,42.37,10,NO,04/11/2024
50235,5,05/09/2024,Molino Pasta Artigianale,FORN-006,SKU-7831,Petto di pollo,,15.792,Kg,7.3102,115.44,10,SI,05/10/2024
50235,6,05/09/2024,Molino Pasta Artigianale,FORN-006,SKU-6848,Uova fresche cat. A,Latticini,293.0,1,0.3243,95.02,10,SI,04/12/2024
50235,7,05/09/2024,Molino Pasta Artigianale,FORN-006,SKU-1923,CHIANTI DOCG,Vini,15.0,BT,7.0589,105.88,22,S,04/12/2024
50235,8,05/09/2024,Molino Pasta Artigianale,FORN-006,SKU-9062,Prosecco DOC,Vini,23.0,0.75,4.538,104.37,22,0,04/11/2024
50236,1,06/09/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-1145,Burrata,Latticini,182.0,pz,2.7169,494.48,10,NO,05/12/2024
50236,2,06/09/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-3706,Branzino fresco,Pesce,24.757,KG,15.7715,390.46,10,1,06/10/2024
50236,3,06/09/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-4362,Prosecco DOC,Vini,16.0,bottiglia,5.3113,84.98,22,SI,05/11/2024
50237,1,07/09/2024,Beverages Distribution,FORN-007,SKU-7725,Burrata,,190.0,cad,2.6093,495.77,4,NO,06/12/2024
50237,2,07/09/2024,Beverages Distribution,FORN-007,SKU-3654,acqua minerale,Bevande,130.0,1,0.3546,46.1,10,si,06/12/2024
50237,3,07/09/2024,Beverages Distribution,FORN-007,SKU-6234,Costata  di  manzo,Carni,23.185,1000g,27.8506,645.72,4,si,06/11/2024
50238,1,10/09/2024,Latteria Alpina Coop,FORN-005,SKU-4122,parmigiano,Latticini,2.375,1000g,18.6319,44.25,10,SI,09/11/2024
50238,2,10/09/2024,Latteria Alpina Coop,FORN-005,SKU-9648,ACQUA NAT 1L,Bevande,209.0,PZ,,,10,SI,10/10/2024
50238,3,10/09/2024,Latteria Alpina Coop,FORN-005,SKU-2504,Prosecco DOC,Vini,20.0,bott,4.5174,90.35,10,SI,09/11/2024
50238,4,10/09/2024,Latteria Alpina Coop,FORN-005,SKU-6009,OLIO EVO lt,Condimenti,13.14,LT,9.3873,123.35,10,SI,09/12/2024
50238,5,10/09/2024,Latteria Alpina Coop,FORN-005,SKU-8593,Panna fresca,Latticini,16.75,l,2.1613,36.2,22,,10/10/2024
50239,1,14/09/2024,Latteria Alpina Coop,FORN-005,SKU-8123,Rucola,Verdure,2.004,KG,3.4075,6.83,22,SI,13/12/2024
50239,2,14/09/2024,Latteria Alpina Coop,FORN-005,SKU-8248,Vino Tignanello,Vini,34.0,bt,84.7256,2880.67,22,SI,14/10/2024
50239,3,14/09/2024,Latteria Alpina Coop,FORN-005,SKU-3441,Latte intero,Latticini,5.45,l,1.177,6.41,10,SI,14/10/2024
50239,4,14/09/2024,Latteria Alpina Coop,FORN-005,SKU-9433,Insalata mista,Verdure,6.422,1000g,2.3459,15.07,22,SI,14/10/2024
50240,1,15/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-7742,Latte intero,Latticini,13.12,L,1.1542,15.14,4,NO,15/10/2024
50240,2,15/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-6834,Riso Carnaroli,,29.455,KG,3.2408,95.46,22,SI,14/12/2024
50240,3,15/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-5831,Branzino fresco,,13.455,KG,17.9969,242.15,22,SI,14/11/2024
50241,1,18/09/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-1264,Olio EVO,Condimenti,18.02,1000ml,8.9577,161.42,10,no,17/11/2024
50241,2,18/09/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-6395,Panna fresca,Latticini,6.13,0.75,2.4225,14.85,10,no,17/12/2024
50241,3,2024/09/18,Ortofrutta Rossi e Figli,FORN-003,SKU-7425,Prosecco DOC,Vini,12.0,1,5.4249,65.1,10,SI,17/12/2024
50241,4,18/09/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-2226,porcini fr.,Funghi,11.946,kilo,46.4092,554.4,10,NO,18/10/2024
50242,1,22/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-8263,Farina 00,,10.327,KG,0.9465,9.77,10,SI,22/10/2024
50242,2,22/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-7703,Acqua 1000ml,Bevande,274.0,cad,0.3977,108.97,22,NO,22/10/2024
50242,3,22/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-8839,Uova XL,Latticini,133.0,PZ,0.292,38.84,10,SI,21/11/2024
50242,4,22/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-7305,Filetto di manzo,Carni,1.773,KG,40.1093,71.11,22,SI,21/12/2024
50242,5,22/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-6956,Pasta tagliatelle,,20.278,1000g,2.1761,44.13,10,SI,21/11/2024
50242,6,22/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-6200,Rucola,Verdure,22.04,KG,3.9547,87.16,10,NO,22/10/2024
50242,7,22/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-2301,Vino Tignanello,,29.0,750ml,87.2013,2528.84,10,SI,22/10/2024
50242,8,22/09/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-6225,Burrata,Latticini,127.0,1,2.7449,348.6,10,SI,21/12/2024
50243,1,25/09/2024,Beverages Distribution,FORN-007,SKU-9905,  Rucola,Verdure,28.195,KG,4.196,118.31,10,NO,25/10/2024
50243,2,25/09/2024,Beverages Distribution,FORN-007,SKU-6422,Vongole fresche,Pesce,9.854,Kg,8.8628,87.33,10,1,24/12/2024
50243,3,25/09/2024,Beverages Distribution,FORN-007,SKU-6938,Pasta tagliatelle,Secchi,12.32,Kg,,,22,SI,24/11/2024
50243,4,2024/09/25,Beverages Distribution,FORN-007,SKU-6963,Petto di pollo,Carni,16.812,1000g,8.4341,141.79,4,SI,24/11/2024
50243,5,25/09/2024,Beverages Distribution,FORN-007,SKU-2698,Costata di manzo,Carni,7.482,KG,29.0819,217.59,22,no,01/09/2024
50243,6,25/09/2024,Beverages Distribution,FORN-007,SKU-3126,Caffe miscela bar,Bevande,15.391,KG,16.1596,248.71,22,SI,24/11/2024
50244,1,26-09-2024,Macelleria Bianchi SRL,FORN-001,SKU-7262,Insalata mista,Verdure,4.368,Kg,2.6828,11.72,22,NO,25/12/2024
50244,2,26/09/2024,Macelleria Bianchi SRL,FORN-001,SKU-9373,Branzino fresco,Pesce,28.43,1000g,19.034,541.14,22,SI,25/12/2024
50244,3,26/09/2024,Macelleria Bianchi SRL,FORN-001,SKU-2039,Olio EVO,Condimenti,5.27,1000ml,8.1395,42.9,10,NO,25/11/2024
50245,1,27/09/2024,Pescheria Del Mare SNC,FORN-002,SKU-3603,Vino Tignanello,Vini,25.0,1,85.9978,2149.95,10,SI,26/12/2024
50245,2,27/09/2024,Pescheria Del Mare SNC,FORN-002,SKU-8226,FUNGHI PORCINI,Funghi,27.174,Kg,53.0771,1442.32,10,SI,26/12/2024
50245,3,27/09/2024,Pescheria Del Mare SNC,FORN-002,SKU-5070,SALE,Condimenti,21.403,1000g,0.4171,8.93,10,NO,27/10/2024
50245,4,27/09/2024,Pescheria Del Mare SNC,FORN-002,SKU-3508,CHIANTI DOCG,Vini,46.0,bottiglia,,,10,si,26/11/2024
50245,5,27/09/2024,Pescheria Del Mare SNC,FORN-002,SKU-1449,Panna fresca,Latticini,5.79,0.75,2.2374,12.95,10,SI,26/11/2024
50245,6,27/09/2024,Pescheria Del Mare SNC,FORN-002,SKU-6608,Costata di manzo,Carni,25.975,kg,29.3334,761.94,22,SI,27/10/2024
50245,7,27/09/2024,Pescheria Del Mare SNC,FORN-002,SKU-4093,Filetto di manzo,Carni,25.535,KG,34.3311,876.64,22,SI,27/10/2024
50246,1,29/09/2024,Beverages Distribution,FORN-007,SKU-7276,sale grosso,,5.035,kg,0.4525,2.28,10,no,29/10/2024
50246,2,2024/09/29,Beverages Distribution,FORN-007,SKU-8515,Petto di pollo,Carni,4.845,Kg,7.81,37.84,4,1,29/10/2024
50246,3,29/09/2024,Beverages Distribution,FORN-007,SKU-6245,Costata di manzo,Carni,25.224,g,28.0,706.27,10,SI,28/12/2024
50246,4,29/09/2024,Beverages Distribution,FORN-007,SKU-7284,Uova 30pz,Latticini,146.0,nr,0.2471,36.08,4,SI,29/10/2024
50246,5,29/09/2024,Beverages Distribution,FORN-007,SKU-3447,Rucola,Verdure,4.941,kg,4.3563,21.52,5,SI,28/12/2024
50246,6,29/09/2024,Beverages Distribution,FORN-007,SKU-9761,Caffe miscela bar,Bevande,4.564,1000g,0.14,0.64,4,SI,28/12/2024
50246,7,29/09/2024,Beverages Distribution,FORN-007,SKU-4990,Farina 00,Secchi,20.702,Kg,0.9134,18.91,22,S,28/11/2024
50246,8,29/09/2024,Beverages Distribution,FORN-007,SKU-5576,Burrata,Latticini,59.0,pezzi,3.1657,186.78,22,SI,16/09/2024
50247,1,30/09/2024,Beverages Distribution,FORN-007,SKU-5768,Petto di pollo,Carni,27.661,kilo,9.6792,267.74,22,0,20/09/2024
50247,2,30/09/2024,Beverages Distribution,FORN-007,SKU-7126,Branzino fresco,Pesce,25.334,g,18.0,456.01,22,NO,
50247,3,30/09/2024,Beverages Distribution,FORN-007,SKU-3821,Burrata,Latticini,98.0,PZ,3.0547,299.36,,NO,29/11/2024
50247,4,30/09/2024,Beverages Distribution,FORN-007,SKU-2527,Latte intero,,19.37,ml,1.1,21.31,10,SI,29/12/2024
50247,5,30/09/2024,Beverages Distribution,FORN-007,SKU-4933,Costata di manzo,Carni,3.397,1000g,33.353,113.3,10,si,30/10/2024
50247,6,30/09/2024,Beverages Distribution,FORN-007,SKU-2219,Pasta tagliatelle,Secchi,26.742,g,2.1,56.16,10,SI,29/11/2024
50248,1,01/10/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-6712,Burrata,,278.0,cad,3.0785,855.82,10,SI,30/11/2024
50248,2,01/10/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-7666,Vongole fresche,Pesce,9.46,KG,7.8605,74.36,10,SI,30/12/2024
50248,3,01/10/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-8594,Pomodorini ciliegino,Verdure,14.86,kg,2.9862,44.37,10,SI,30/11/2024
50249,1,03/10/2024,Distribuzione Generale,FORN-008,SKU-3511,FUNGHI PORCINI,Funghi,15.888,kg,43.2238,686.74,22,0,01/01/2025
50249,2,03/10/2024,Distribuzione Generale,FORN-008,SKU-5507,Vino Tignanello,Vini,27.0,0.75,75.1329,2028.59,10,SI,01/01/2025
50249,3,03/10/2024,Distribuzione Generale,FORN-008,SKU-6702,Pomodorini ciliegino,Verdure,19.952,kilo,3.1589,63.03,22,SI,02/11/2024
50249,4,03/10/2024,Distribuzione Generale,FORN-008,SKU-6483,Salmone intero,Pesce,4.818,KG,15.6207,75.26,22,SI,01/01/2025
50250,1,05/10/2024,Beverages Distribution,FORN-007,SKU-8126,Filetto di manzo,Carni,27.957,1000g,36.6965,1025.92,10,1,03/01/2025
50250,2,05/10/2024,Beverages Distribution,FORN-007,SKU-2443,parmigiano,Latticini,27.21,1000g,15.542,422.9,10,SI,04/11/2024
50250,3,05/10/2024,Beverages Distribution,FORN-007,SKU-2360,Rucola,Verdure,26.695,g,4.0,106.78,10,SI,03/01/2025
50250,4,05/10/2024,Beverages Distribution,FORN-007,SKU-9593,Branzino fresco,Pesce,1.375,Kg,15.4326,21.22,22,SI,03/01/2025
